,access,bridge,geometry,highway,junction,lanes,length,maxspeed,name,oneway,osmid,ref,service,tunnel,width
1150,,yes,"LINESTRING (589602.1133134494 4522534.991706708, 589597.4504888287 4522529.483757984, 589551.7186538143 4522475.536677927, 589547.1804470427 4522470.174608444)",primary,,4,84.95899999999999,,Broadway,False,"[44763889, 46591067, 46591086]",US 9,,,
1151,,,,primary,,4,70.994,,Broadway,False,223486858,US 9,,,
1152,,,"LINESTRING (589710.4468838952 4522670.448569846, 589705.4293225809 4522658.763203004, 589654.4978176226 4522599.223172965)",primary,,4,91.075,,Broadway,False,44763886,US 9,,,
1153,,,"LINESTRING (589710.4468838952 4522670.448569846, 589742.3242841132 4522652.316880453, 589774.7198173414 4522633.880752762)",primary,,,73.854,,West 181st Street,False,"[421838875, 223874086]",,,,
1154,,,"LINESTRING (589710.4468838952 4522670.448569846, 589679.5793956306 4522681.797882626, 589631.021682999 4522699.638489765)",primary,,,84.47,,West 181st Street,False,"[421838878, 223486855]",,,,
1155,,,,primary,,4,78.856,,Broadway,False,223486858,US 9,,,
1156,,,,primary,,4,70.994,,Broadway,False,223486858,US 9,,,
1157,,,,residential,,,94.724,,West 183rd Street,False,5670675,,,,
1158,,,,primary,,4,74.035,,Broadway,False,223486858,US 9,,,
1159,,,,primary,,4,78.856,,Broadway,False,223486858,US 9,,,
1160,,,,residential,,,105.484,,West 184th Street,False,164758478,,,,
1161,,,,primary,,4,80.086,,Broadway,False,223486858,US 9,,,
1162,,,,primary,,4,74.035,,Broadway,False,223486858,US 9,,,
1163,,,"LINESTRING (589787.7411851969 4522880.294405407, 589715.1832243501 4522907.846000369, 589708.1281865197 4522910.524809506)",tertiary,,,85.011,,West 184th Street,False,164756917,,,,
1164,,,,residential,,,116.391,,West 185th Street,True,164758479,,,,
1165,,,,primary,,4,56.038,,Broadway,False,223486858,US 9,,,
1166,,,,primary,,4,80.086,,Broadway,False,223486858,US 9,,,
1167,,,,residential,,,84.929,,West 186th Street,False,5671353,,,,
1168,,,,primary,,4,114.124,,Broadway,False,223486858,US 9,,,
1169,,,,primary,,4,56.038,,Broadway,False,223486858,US 9,,,
1170,,,,primary,,4,135.039,,Broadway,False,223486858,US 9,,,
1171,,,,primary,,4,114.124,,Broadway,False,223486858,US 9,,,
1172,,,"LINESTRING (589875.3150520398 4523114.425636064, 589864.1262137971 4523117.364837279, 589803.07534671 4523148.541828288, 589797.0016780898 4523151.643282732)",residential,,,86.81,,West 187th Street,False,61914064,,,,
1173,,,,primary,,4,135.039,,Broadway,False,223486858,US 9,,,
1174,,,"LINESTRING (589906.7132129055 4523245.574359197, 589831.4920625854 4523270.549807178, 589825.970831314 4523271.903749047)",residential,,,84.786,,West 189th Street,True,5671789,,,,
1175,,,"LINESTRING (589906.7132129055 4523245.574359197, 589926.9136574934 4523304.208993667, 589948.685154519 4523367.403806761, 589951.5754370496 4523375.799287514)",primary,,4,137.89600000000002,,Broadway,False,223486858,US 9,,,
1176,,,,primary,,4,26.086,,Broadway,False,223486858,US 9,,,
1177,,,"LINESTRING (589951.5754370496 4523375.799287514, 589940.3530564002 4523380.136883101, 589878.9137106313 4523403.903040561, 589873.6540367056 4523405.937387944)",residential,,,83.404,,West 190th Street,False,5673069,,,,
1178,,,"LINESTRING (589951.5754370496 4523375.799287514, 589948.685154519 4523367.403806761, 589926.9136574934 4523304.208993667, 589906.7132129055 4523245.574359197)",primary,,4,137.89600000000002,,Broadway,False,223486858,US 9,,,
1179,,,,primary,,4,134.514,,Broadway,False,223486858,US 9,,,
1180,,,,primary,,4,26.086,,Broadway,False,223486858,US 9,,,
1181,,,"LINESTRING (589962.2444062455 4523399.577855493, 589998.4584964827 4523387.16250664, 590013.371647384 4523387.788460008, 590059.4956351996 4523415.752314879)",tertiary,,,106.97800000000001,,Fairview Avenue,False,5672264,,,,
1182,,,,primary,,4,79.32,,Broadway,False,223486858,US 9,,,
1183,,,,primary,,4,51.422,,Broadway,False,223486858,US 9,,,
1184,,,"LINESTRING (590113.6955689469 4523837.20285985, 590176.3670187239 4523813.09849094, 590272.1646763906 4523860.800724124, 590278.0796967979 4523863.748657476)",residential,,,180.48399999999998,,West 196th Street,False,5671703,,,,
1185,,,"LINESTRING (590113.6955689469 4523837.20285985, 590167.6893263739 4523964.509924085, 590171.4247505951 4523978.200686769, 590174.5132477953 4523991.717007834, 590176.3685803771 4524001.299036442)",primary,,4,176.28700000000003,,Broadway,False,223486858,US 9,,,
1186,,,"LINESTRING (590113.6955689469 4523837.20285985, 590091.3485425136 4523772.368322965, 590078.2597920444 4523725.233401779)",primary,,4,117.639,,Broadway,False,223486858,US 9,,,
1187,,,"LINESTRING (590173.2730489427 4524146.328093304, 590259.5691992448 4524136.646851329, 590319.192337858 4524166.542964336, 590325.835678977 4524169.87734862)",residential,,,160.667,,Dongan Place,True,5673079,,,,
1188,,,"LINESTRING (590173.2730489427 4524146.328093304, 590176.5930084107 4524156.760719519, 590183.8087087268 4524178.099324673, 590185.7091177659 4524182.608010871, 590195.108124272 4524200.475985324, 590200.7147485731 4524210.015056376, 590206.8597758664 4524219.638432237, 590218.748029049 4524234.516955642, 590231.4201350448 4524249.393982014, 590244.1036036491 4524264.026913045, 590249.701636967 4524270.124104922, 590259.965730025 4524280.641707965, 590265.7287409945 4524285.652872977)",primary,,4,169.65800000000002,,Broadway,False,223486858,US 9,,,
1189,,,"LINESTRING (590173.2730489427 4524146.328093304, 590171.0516668387 4524135.664634884, 590170.6445345315 4524129.664242764, 590171.1895814521 4524122.998225382, 590175.7737366003 4524091.367351023, 590179.8970060212 4524055.378619446)",primary,,4,91.922,,Broadway,False,223486858,US 9,,,
1190,,,,residential,,,130.555,,Arden Street,True,5669981,,,,
1191,,,,primary,,4,81.518,,Broadway,False,223486858,US 9,,,
1192,,,"LINESTRING (590265.7287409945 4524285.652872977, 590259.965730025 4524280.641707965, 590249.701636967 4524270.124104922, 590244.1036036491 4524264.026913045, 590231.4201350448 4524249.393982014, 590218.748029049 4524234.516955642, 590206.8597758664 4524219.638432237, 590200.7147485731 4524210.015056376, 590195.108124272 4524200.475985324, 590185.7091177659 4524182.608010871, 590183.8087087268 4524178.099324673, 590176.5930084107 4524156.760719519, 590173.2730489427 4524146.328093304)",primary,,4,169.65800000000002,,Broadway,False,223486858,US 9,,,
1193,,,,primary,,4,33.574,,Broadway,False,223486858,US 9,,,
1194,,,,primary,,4,81.518,,Broadway,False,223486858,US 9,,,
1195,,,,primary,,,124.514,,Dyckman Street,False,5670131,,,,
1196,,,,primary,,4,129.885,,Broadway,False,308329352,US 9,,,
1197,,,"LINESTRING (590401.9942091072 4524383.603085729, 590396.9912302966 4524394.99971732, 590364.7921593996 4524423.338951101, 590334.8785187067 4524457.102180573)",tertiary,,,100.436,,Dyckman Street,True,46616991,,,,
1198,,,"LINESTRING (590401.9942091072 4524383.603085729, 590389.2221179975 4524390.696643719, 590320.0173289359 4524398.698030932, 590305.0324013093 4524394.462163469)",primary,,,99.645,,Riverside Drive,True,164873474,,,,
1199,,,"LINESTRING (590401.9942091072 4524383.603085729, 590384.0478972668 4524371.347980201, 590359.1885635867 4524353.01283968)",primary,,4,52.569,,Broadway,False,223486858,US 9,,,
1200,,,,primary,,4,80.692,,Broadway,False,308329352,US 9,,,
1201,,,,primary,,4,129.885,,Broadway,False,308329352,US 9,,,
1202,,,"LINESTRING (590519.2545005638 4524439.932096133, 590442.0480247148 4524546.525566373, 590436.4323869616 4524554.272996079)",residential,,,141.231,,Cumming Street,True,5670853,,,,
1203,,,,tertiary,,,98.417,,Academy Street,False,5671345,,,,
1204,,,,tertiary,,,119.899,,Academy Street,False,5671345,,,,
1205,,,,primary,,4,176.379,,Broadway,False,308329352,US 9,,,
1206,,,,primary,,4,80.692,,Broadway,False,308329352,US 9,,,
1207,,,,tertiary,,,99.064,,West 204th Street,False,165366872,,,,
1208,,,,tertiary,,,117.704,,West 204th Street,False,165366872,,,,
1209,,,,primary,,4,176.746,,Broadway,False,308329352,US 9,,,
1210,,,,primary,,4,176.379,,Broadway,False,308329352,US 9,,,
1211,,,,tertiary,,,96.653,,West 207th Street,False,193048149,,,,
1212,,,,primary,,4,176.746,,Broadway,False,308329352,US 9,,,
1213,,,"LINESTRING (590909.2399153919 4524631.473359034, 590942.9204062421 4524563.740251658, 590961.5300419696 4524526.864536435)",secondary,,,117.05199999999999,,West 207th Street,False,"[46334608, 420863274]",,,,
1214,,,"LINESTRING (590909.2399153919 4524631.473359034, 590925.9892892624 4524638.829865896, 590952.8807997187 4524650.064129394, 591031.8474783849 4524678.69473588)",primary,,4,131.2,,Broadway,False,223879808,US 9,,,
1215,,,,tertiary,,,108.987,,Isham Street,False,223879812,,,,
1216,,,,primary,,4,22.924,,Broadway,False,223879813,US 9,,,
1217,,,"LINESTRING (591031.8474783849 4524678.69473588, 590952.8807997187 4524650.064129394, 590925.9892892624 4524638.829865896, 590909.2399153919 4524631.473359034)",primary,,4,131.20000000000002,,Broadway,False,223879808,US 9,,,
1218,,,"LINESTRING (591031.8474783849 4524678.69473588, 591073.6356574111 4524595.37415235, 591078.5521469766 4524585.597872076)",tertiary,,,104.245,,Isham Street,False,223902543,,,,
1219,,,,primary,,4,92.843,,Broadway,False,520349854,US 9,,,
1220,,,"LINESTRING (591132.0112030827 4524720.267249433, 591289.6418174402 4524633.472188506, 591299.4434674027 4524628.075434482)",residential,,,190.88400000000001,,West 212th Street,True,5671712,,,,
1221,,,"LINESTRING (591132.0112030827 4524720.267249433, 591091.3244163402 4524699.358096949, 591053.541832407 4524686.234681217)",primary,,4,85.59899999999999,,Broadway,False,520349854,US 9,,,
1222,,,,primary,,4,92.843,,Broadway,False,520349854,US 9,,,
1223,,,"LINESTRING (591212.9478715421 4524766.011196859, 591248.5572721112 4524789.878174861, 591283.8231451185 4524815.606332924)",primary,,4,86.43199999999999,,Broadway,False,520349854,US 9,,,
1224,,,"LINESTRING (591283.8231451185 4524815.606332924, 591363.8526201125 4524773.829385001, 591374.151201567 4524768.449989094)",residential,,,101.755,,West 214th Street,True,5669878,,,,
1225,,,"LINESTRING (591283.8231451185 4524815.606332924, 591322.2169474316 4524845.314838047, 591343.4261288764 4524862.708841721, 591358.6447214753 4524876.542481484)",primary,,4,96.46799999999999,,Broadway,False,520349854,US 9,,,
1226,,,"LINESTRING (591283.8231451185 4524815.606332924, 591248.5572721112 4524789.878174861, 591212.9478715421 4524766.011196859)",primary,,4,86.43199999999999,,Broadway,False,520349854,US 9,,,
1227,,,,primary,,4,85.923,,Broadway,False,520349854,US 9,,,
1228,,,"LINESTRING (591358.6447214753 4524876.542481484, 591370.5271317253 4524866.441848062, 591415.207190874 4524842.458377725)",tertiary,,,66.22800000000001,,West 215th Street,False,46334565,,,,
1229,,,"LINESTRING (591358.6447214753 4524876.542481484, 591343.4261288764 4524862.708841721, 591322.2169474316 4524845.314838047, 591283.8231451185 4524815.606332924)",primary,,4,96.46799999999999,,Broadway,False,520349854,US 9,,,
1230,,,,primary,,4,68.543,,Broadway,False,520349854,US 9,,,
1231,,,,primary,,4,85.923,,Broadway,False,520349854,US 9,,,
1232,,,"LINESTRING (591418.3508509607 4524938.369075771, 591428.3648010949 4524932.819692211, 591444.4890181824 4524923.882014416, 591455.4874029766 4524917.789733846)",residential,,,42.403,,West 216th Street,False,5671397,,,,
1233,,,,residential,,,18.056,,West 219th Street,False,5672466,,,,
1234,,,,primary,,2,81.483,,Broadway,True,165399493,US 9,,,
1235,,,"LINESTRING (591572.8946658761 4525084.565293324, 591581.4988312068 4525079.875732835, 591699.726210335 4525015.471990638, 591706.7153914236 4525012.572239546)",residential,,,151.792,,West 219th Street,False,5672466,,,,
1236,,,"LINESTRING (587719.5649767055 4515026.741671373, 587728.2283867791 4515022.070346898, 587734.8109245612 4515018.51790682, 587846.0011048442 4514958.55182674, 587855.7092901035 4514953.326828041)",secondary,,,154.47,,East 86th Street,False,5669802,,,,
1237,,,"LINESTRING (587719.5649767055 4515026.741671373, 587692.9885776673 4514977.698473673, 587691.7508955668 4514976.029557514, 587677.8502726383 4514949.763228178)",secondary,,,87.638,,5th Avenue,True,68668564,,,,
1238,,,"LINESTRING (587855.7092901035 4514953.326828041, 587863.9575598049 4514948.806163215, 587871.8991662712 4514944.526118315, 587983.5070544045 4514884.400472477)",secondary,,,145.007,,East 86th Street,False,5669802,,,,
1239,,,"LINESTRING (587855.7092901035 4514953.326828041, 587846.0011048442 4514958.55182674, 587734.8109245612 4515018.51790682, 587728.2283867791 4515022.070346898, 587719.5649767055 4515026.741671373)",secondary,,,154.47,,East 86th Street,False,5669802,,,,
1240,,,"LINESTRING (587855.7092901035 4514953.326828041, 587862.0771264941 4514965.026596174, 587896.3025243941 4515027.93930472)",secondary,,,85.0,,Madison Avenue,True,68668544,,,,
1241,,,,secondary,,,142.44,,East 86th Street,False,5669802,,,,
1242,,,,secondary,,,23.767,,East 86th Street,False,5669802,,,,
1243,,,,secondary,,3,84.919,,Park Avenue,True,46240204,,,,
1244,,,,secondary,,,142.44,,East 86th Street,False,5669802,,,,
1245,,,"LINESTRING (588129.9940570443 4514805.406881186, 588152.4608482334 4514793.29528898, 588266.4015060823 4514731.858191298)",secondary,,,154.76500000000001,,East 86th Street,False,387128266,,,,
1246,,,"LINESTRING (588129.9940570443 4514805.406881186, 588093.9511497042 4514737.852870441, 588088.5603050275 4514727.752168602)",secondary,,4,88.081,,Lexington Avenue,True,387128267,,,,
1247,,,,primary,,,84.74,,3rd Avenue,True,196117089,,,,
1248,,,"LINESTRING (588266.4015060823 4514731.858191298, 588427.8023519039 4514644.832445583, 588456.3946409872 4514629.419810456)",secondary,,,215.56199999999998,,East 86th Street,False,387128266,,,,
1249,,,"LINESTRING (588266.4015060823 4514731.858191298, 588152.4608482334 4514793.29528898, 588129.9940570443 4514805.406881186)",secondary,,,154.76500000000001,,East 86th Street,False,387128266,,,,
1250,,,,primary,,,88.062,,2nd Avenue,True,391864586,,,,
1251,,,"LINESTRING (588456.3946409872 4514629.419810456, 588427.8023519039 4514644.832445583, 588266.4015060823 4514731.858191298)",secondary,,,215.56199999999998,,East 86th Street,False,387128266,,,,
1252,,,"LINESTRING (588456.3946409872 4514629.419810456, 588492.6484145336 4514611.345485159, 588517.783772454 4514597.790259639, 588657.6317751082 4514520.914605765)",secondary,,,228.346,,East 86th Street,False,391864585,,,,
1253,,,"LINESTRING (588657.6317751082 4514520.914605765, 588676.865368553 4514510.420093129, 588688.7589145572 4514503.934461485, 588848.5937892396 4514416.73234302)",secondary,,,217.246,,East 86th Street,False,391864585,,,,
1254,,,"LINESTRING (588657.6317751082 4514520.914605765, 588517.783772454 4514597.790259639, 588492.6484145336 4514611.345485159, 588456.3946409872 4514629.419810456)",secondary,,,228.346,,East 86th Street,False,391864585,,,,
1255,,,"LINESTRING (588657.6317751082 4514520.914605765, 588678.6238927176 4514559.480415273, 588697.9972091855 4514595.073658014)",primary,,,84.491,,1st Avenue,True,"[420626393, 420626395]",,,,
1256,,,,residential,,,55.507,,Henderson Place,False,5670795,,,,
1257,,,,residential,,,48.99,,East 86th Street,False,478478416,,,,
1258,,,,residential,,,178.13,,East 86th Street,False,478478416,,,,
1259,,,,residential,,,48.99,,East 86th Street,False,478478416,,,,
1260,,,"LINESTRING (589048.8219429424 4514308.891516306, 589054.7074754249 4514319.887081857, 589086.3885708726 4514379.055510932, 589089.0216396638 4514383.983360251)",residential,,,85.23599999999999,,East End Avenue,False,195743176,,,,
1261,,,"LINESTRING (589048.8219429424 4514308.891516306, 589043.2485256493 4514298.610264108, 589011.425957236 4514239.917748649, 589007.3715738876 4514232.452597083)",residential,,,87.01500000000001,,East End Avenue,False,195743176,,,,
1262,,,,residential,,,49.665,25 mph,Pearl Street,True,480682395,,,,
1263,,,"LINESTRING (583894.9895769417 4506801.272980042, 583893.8054492838 4506799.150201246, 583886.2927782877 4506783.633407646, 583878.50155615 4506770.333885089, 583868.8531277239 4506756.902359466, 583857.5958876277 4506743.785727591, 583843.1348479463 4506730.077810525)",unclassified,,,88.85300000000001,25 mph,Gold Street,True,480682393,,,,
1264,,,"LINESTRING (583894.9895769417 4506801.272980042, 583933.5366249105 4506764.961098876, 583970.5399852085 4506729.964187902)",unclassified,,,103.85,25 mph,Platt Street,True,480682394,,,,
1265,,,,unclassified,,,88.641,25 mph,Platt Street,True,5669804,,,,
1266,,,"LINESTRING (583825.3617990508 4506856.22947938, 583838.4691794668 4506874.573836199, 583855.6787704651 4506896.228582709)",residential,,,50.215,25 mph,William Street,True,526839040,,,,
1267,,,,residential,,1,310.553,25 mph,West 13th Street,True,5669806,,,,
1268,,,,secondary,,,81.416,25 mph,5th Avenue,True,195743341,,,,
1269,,,,residential,,1,273.113,25 mph,West 13th Street,True,5669806,,,,
1270,,,"LINESTRING (584660.522906046 4510008.820402781, 584700.8225818417 4510084.12034986, 584701.9469432811 4510086.231503671)",secondary,,,87.86200000000001,25 mph,6th Avenue,True,496979224,,,,
